celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_avg_score,week2_total_score,week2_avg_score,week3_total_score,week3_avg_score,week4_total_score,week4_avg_score,week5_total_score,week5_avg_score,week6_total_score,week6_avg_score,week7_total_score,week7_avg_score,week8_total_score,week8_avg_score,week9_total_score,week9_avg_score,week10_total_score,week10_avg_score,week11_total_score,week11_avg_score,overall_avg_score,total_points,weeks_participated,age_group,standardized_industry,standardized_country,elimination_status,performance_trend,normalized_score,season_normalized_score,performance_level
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,0.0,6.0,7.0,7.0,0.0,7.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,8.0,8.0,8.0,0.0,11.3333,12.3333,12.3333,0.0,9.0,9.0,9.5,0.0,8.5,8.5,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9999,11.3333,20.0,6.666666666666667,23.0,7.666666666666667,26.0,8.666666666666666,24.0,8.0,35.9999,11.999966666666666,27.5,9.166666666666666,26.0,8.666666666666666,27.0,9.0,0.0,0.0,0.0,0.0,9.018511111111112,243.4998,9,25-34,Model,Poland,Eliminated Week 9,-2.053307641320463,94.7654739400376,60.56173859151988,Excellent
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9999,6.666633333333333,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333316666666667,37.9999,2,45-54,Model,USA,Eliminated Week 2,0.0,66.54976061287589,42.52993245319927,Good
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,0.0,6.0,6.0,6.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9999,6.666633333333333,18.0,6.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888877777777778,52.9999,3,55+,Politician,USA,Withdrew,0.0,61.87964806058894,39.54540524275619,Good
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9999,6.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3333,18.9999,1,35-44,Musician,USA,Eliminated Week 1,0.0,66.54958548146604,42.529820532029866,Good
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,0.0,9.0,9.0,9.0,0.0,8.0,6.0,7.0,0.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,10.6666,11.6666,10.6666,0.0,8.5,9.0,9.0,0.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.999899999999997,10.666633333333332,27.0,9.0,21.0,7.0,18.0,6.0,24.0,8.0,32.9998,10.999933333333333,26.5,8.833333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.604154166666666,206.4997,8,<25,Musician,USA,Eliminated Week 8,-3.147559052143883,90.41145898825184,57.779219765090915,Excellent
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,0.0,9.0,9.0,9.0,0.0,10.0,7.0,10.0,0.0,10.0,8.0,10.0,0.0,9.0,9.0,9.0,0.0,11.0,10.0,12.0,0.0,8.5,7.5,8.5,0.0,9.5,10.0,10.0,0.0,9.3333,9.6666,10.0,0.0,9.4444,9.4444,9.4444,0.0,0.0,0.0,0.0,0.0,30.999899999999997,10.3333,27.0,9.0,27.0,9.0,28.0,9.333333333333334,27.0,9.0,33.0,11.0,24.5,8.166666666666666,29.5,9.833333333333334,28.9999,9.666633333333333,28.333199999999998,9.4444,0.0,0.0,9.477766666666668,284.33299999999997,10,25-34,Musician,USA,Runner-up,1.7974229747045285,99.59127831568419,63.64576372156511,Outstanding
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,0.0,8.0,9.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,10.0,9.0,10.0,0.0,10.3333,10.3333,10.3333,0.0,8.5,8.5,9.0,0.0,8.5,8.0,8.5,0.0,8.0,8.3333,8.3333,0.0,9.6666,9.6666,9.6666,0.0,0.0,0.0,0.0,0.0,29.999899999999997,9.999966666666666,25.0,8.333333333333334,21.0,7.0,24.0,8.0,29.0,9.666666666666666,30.999899999999997,10.3333,26.0,8.666666666666666,25.0,8.333333333333334,24.666600000000003,8.2222,28.9998,9.6666,0.0,0.0,8.822206666666666,264.6662,10,45-54,Musician,USA,Winner,-0.9237547774013517,92.70272949307514,59.243501212608074,Excellent
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,0.0,6.0,7.0,6.0,0.0,7.0,6.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.6666,7.6666,8.6666,0.0,8.5,8.5,9.0,0.0,8.0,8.5,9.0,0.0,8.6666,8.6666,8.6666,0.0,8.5,8.5,8.2222,0.0,0.0,0.0,0.0,0.0,30.9998,10.333266666666667,19.0,6.333333333333333,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,24.9998,8.333266666666667,26.0,8.666666666666666,25.5,8.5,25.9998,8.6666,25.2222,8.4074,0.0,0.0,8.157386666666666,244.72159999999997,10,<25,Tv_Personality,UK,3rd Place,4.502422344410989,85.71687765915155,54.77905530192895,Excellent
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,0.0,7.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,19.0,6.333333333333333,20.0,6.666666666666667,16.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875,70.5,4,25-34,Actor,UK,Eliminated Week 4,0.0,61.733821973317696,41.73481647740158,Good
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333334,38.0,2,35-44,Actor,USA,Eliminated Week 2,0.0,66.54993574428573,44.99072414585135,Good
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,8.6666,8.6666,8.6666,0.0,8.5,8.0,8.0,0.0,7.0,7.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,21.0,7.0,21.0,7.0,18.0,6.0,18.0,6.0,25.9998,8.6666,24.5,8.166666666666666,21.5,7.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.999991666666666,167.9998,8,35-44,Actor,USA,Eliminated Week 8,2.381074263183655,73.55510457271615,49.726530647093405,Good
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,0.0,4.0,4.0,4.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.666666666666667,12.0,4.0,13.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,39.0,3,55+,Astronaut,USA,Eliminated Week 3,0.0,45.53416656187971,30.783127047161447,Average
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,0.0,6.0,5.0,5.0,0.0,7.0,6.0,7.0,0.0,7.5,6.5,8.0,0.0,6.0,6.0,6.0,0.0,10.3333,10.3333,10.3333,0.0,8.5,9.0,8.5,0.0,7.5,7.5,7.5,0.0,8.5,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,16.0,5.333333333333333,20.0,6.666666666666667,22.0,7.333333333333333,18.0,6.0,30.999899999999997,10.3333,26.0,8.666666666666666,22.5,7.5,26.0,8.666666666666666,0.0,0.0,0.0,0.0,7.388885185185185,199.4999,9,25-34,Athlete,USA,Eliminated Week 9,9.39855107696795,77.6415527835756,52.4891518597949,Good
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,8.5,9.0,0.0,10.0,9.5,10.0,0.0,9.3333,8.7777,8.7777,0.0,0.0,0.0,0.0,0.0,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,27.0,9.0,27.0,9.0,27.0,9.0,26.5,8.833333333333334,29.5,9.833333333333334,26.888699999999996,8.9629,0.0,0.0,8.762956666666666,262.8887,10,<25,Athlete,USA,Runner-up,5.09986418840624,92.08013733104636,62.25027885663932,Excellent
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,8.5,0.0,7.0,6.0,8.0,0.0,9.6666,9.6666,10.6666,0.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,22.0,7.333333333333333,21.0,7.0,23.5,7.833333333333333,21.0,7.0,29.9998,9.999933333333333,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.809514285714285,163.9998,7,35-44,Model,Canada,Eliminated Week 7,0.0,82.06147482763693,55.477216253945805,Excellent
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,0.0,10.0,8.0,10.0,0.0,8.0,6.0,9.0,0.0,8.5,8.0,8.5,0.0,10.0,9.0,10.0,0.0,12.3333,10.3333,13.3333,0.0,9.0,9.0,9.0,0.0,10.0,9.5,10.0,0.0,10.0,9.5,10.0,0.0,9.5,9.5,9.7777,0.0,0.0,0.0,0.0,0.0,25.0,8.333333333333334,28.0,9.333333333333334,23.0,7.666666666666667,25.0,8.333333333333334,29.0,9.666666666666666,35.9999,11.999966666666666,27.0,9.0,29.5,9.833333333333334,29.5,9.833333333333334,28.7777,9.592566666666666,0.0,0.0,9.359253333333333,280.7776,10,25-34,Musician,USA,Winner,4.20786178574549,98.34595388649875,66.48625025228522,Outstanding
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,7.0,8.0,0.0,6.5,6.5,6.5,0.0,7.0,7.0,8.0,0.0,12.0,10.0,12.0,0.0,8.5,8.5,8.5,0.0,8.5,9.0,9.0,0.0,9.5,9.0,9.5,0.0,9.2222,8.8888,8.8888,0.0,0.0,0.0,0.0,0.0,21.0,7.0,23.0,7.666666666666667,23.0,7.666666666666667,19.5,6.5,22.0,7.333333333333333,34.0,11.333333333333334,25.5,8.5,26.5,8.833333333333334,28.0,9.333333333333334,26.9998,8.999933333333333,0.0,0.0,8.31666,249.4998,10,25-34,Athlete,USA,3rd Place,8.884255618641788,87.39050346427445,59.079877243395174,Excellent
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.5,5.5,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,15.0,5.0,15.0,5.0,16.0,5.333333333333333,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.133333333333333,77.0,5,35-44,Tv_Personality,USA,Eliminated Week 5,0.0,53.940474234842114,36.466165886637405,Average
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,0.0,6.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.5,6.5,6.0,0.0,8.0,7.0,8.0,0.0,8.3333,8.3333,8.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,23.0,7.666666666666667,24.999899999999997,8.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1111055555555565,127.9999,6,25-34,Tv_Personality,USA,Eliminated Week 6,0.0,74.72267649364036,50.515861329794376,Good
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,1,55+,Actor,USA,Eliminated Week 1,0.0,52.53942295601506,35.65527683189653,Average
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,0.0,7.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,6.0,6.0,5.5,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,19.0,6.333333333333333,20.0,6.666666666666667,17.5,5.833333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366666666666666,95.5,5,55+,Actor,USA,Eliminated Week 5,0.0,66.90019856399249,45.40105249928158,Good
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,0.0,8.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,7.0,6.5,6.5,0.0,8.0,5.0,7.0,0.0,10.3333,9.3333,10.3333,0.0,9.0,8.5,8.0,8.0,9.5,9.0,9.5,0.0,10.0,9.0,10.0,0.0,9.3333,8.6666,9.3333,0.0,0.0,0.0,0.0,0.0,23.0,7.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,20.0,6.666666666666667,20.0,6.666666666666667,29.999899999999997,9.999966666666666,33.5,8.375,28.0,9.333333333333334,29.0,9.666666666666666,27.333199999999998,9.111066666666666,0.0,0.0,8.248603333333332,255.8331,10,<25,Actor,USA,Runner-up,13.59929889814345,86.6753718652791,58.821247065300895,Excellent
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.5,9.0,9.5,0.0,8.0,8.0,9.0,0.0,9.0,10.0,10.0,0.0,9.5,9.0,9.0,9.0,9.5,9.5,9.5,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,25.0,8.333333333333334,29.0,9.666666666666666,36.5,9.125,28.5,9.5,30.0,10.0,30.0,10.0,0.0,0.0,8.995833333333334,279.0,10,45-54,Actor,USA,Winner,9.30986567855489,94.52717846836374,64.14978556672052,Excellent
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,6.0,7.0,6.5,0.0,8.0,8.0,8.0,0.0,10.0,10.0,10.0,0.0,9.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.333333333333333,21.0,7.0,24.0,8.0,19.5,6.5,24.0,8.0,30.0,10.0,34.5,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.922619047619047,175.0,7,35-44,Athlete,Canada,Eliminated Week 7,0.0,83.24996661244765,56.49663507530271,Excellent
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,7.0,0.0,6.0,5.5,5.5,0.0,8.0,8.0,8.0,0.0,7.3333,7.3333,7.3333,0.0,9.5,8.5,8.5,8.5,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.333333333333333,21.0,7.0,23.0,7.666666666666667,17.0,5.666666666666667,24.0,8.0,21.9999,7.3333,35.0,8.75,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.343745833333334,184.9999,8,35-44,Athlete,USA,Eliminated Week 8,8.936232020557163,77.16723368379465,52.36865813411734,Good
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,18.0,6.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,51.0,3,35-44,Comedian,USA,Eliminated Week 3,0.0,59.544679350150396,40.409313742816074,Average
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666666,28.0,2,55+,Musician,USA,Eliminated Week 2,0.0,49.03679475894738,33.27825837643676,Average
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,11.3333,12.3333,12.3333,0.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,35.9999,11.999966666666666,36.5,9.125,28.5,9.5,28.5,9.5,0.0,0.0,0.0,0.0,8.865737037037038,248.4999,9,25-34,Musician,USA,Eliminated Week 9,7.154091761500468,93.16014160113933,63.222061674870744,Excellent
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,18.0,6.0,20.0,6.666666666666667,14.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.583333333333334,67.0,4,25-34,Tv_Personality,USA,Eliminated Week 4,0.0,58.669022300883476,39.815059128951134,Average
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,0.0,8.0,8.0,7.0,0.0,8.0,9.0,9.0,0.0,8.0,7.5,7.5,0.0,7.0,8.0,8.0,0.0,10.6666,10.6666,10.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,23.0,7.666666666666667,23.0,7.666666666666667,31.9998,10.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1111,145.9998,6,25-34,Tv_Personality,USA,Eliminated Week 6,0.0,85.23050270770675,57.840703182239196,Excellent
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,0.0,7.0,8.0,7.0,0.0,6.0,6.0,7.0,0.0,5.0,5.5,5.5,0.0,6.0,6.0,6.0,0.0,9.6666,8.6666,9.6666,0.0,8.5,8.0,8.0,8.0,7.5,8.0,8.0,0.0,8.5,9.0,9.0,0.0,8.3333,9.0,8.3333,0.0,0.0,0.0,0.0,0.0,18.0,6.0,22.0,7.333333333333333,19.0,6.333333333333333,16.0,5.333333333333333,18.0,6.0,27.9998,9.333266666666667,32.5,8.125,23.5,7.833333333333333,26.5,8.833333333333334,25.666600000000003,8.555533333333335,0.0,0.0,7.368046666666666,229.1664,10,<25,Tv_Personality,USA,3rd Place,14.106226254448279,77.42258403593138,52.541948722066486,Good
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,9.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,8.5,7.5,8.0,7.5,7.5,8.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,21.0,7.0,21.0,7.0,25.0,8.333333333333334,22.0,7.333333333333333,24.0,8.0,33.0,8.25,23.0,7.666666666666667,24.0,8.0,0.0,0.0,0.0,0.0,7.731481481481483,217.0,9,45-54,Actor,USA,Eliminated Week 9,1.3173652694610691,81.2415151264307,54.013213138540685,Excellent
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,0.0,6.0,5.0,7.0,0.0,7.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,10.0,9.0,9.0,0.0,8.0,8.5,7.5,8.0,9.0,9.0,9.5,0.0,12.0,12.0,12.5,0.0,10.0,9.6666,10.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,18.0,6.0,23.0,7.666666666666667,26.0,8.666666666666666,26.0,8.666666666666666,28.0,9.333333333333334,32.0,8.0,27.5,9.166666666666666,36.5,12.166666666666666,29.666600000000003,9.888866666666667,0.0,0.0,8.655553333333334,267.6666,10,<25,Actor,USA,3rd Place,20.239568739298782,90.95155549966918,60.46890859728943,Excellent
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,0.0,7.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,8.0,0.0,8.0,7.0,8.0,0.0,8.0,9.0,9.0,0.0,8.0,7.0,7.0,8.0,8.5,9.0,9.0,0.0,9.0,9.0,9.0,0.0,9.3333,9.3333,9.3333,0.0,0.0,0.0,0.0,0.0,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,30.0,7.5,26.5,8.833333333333334,27.0,9.0,27.999899999999997,9.3333,0.0,0.0,7.966663333333334,246.4999,10,55+,Actor,USA,Runner-up,13.667969456612047,83.71277888363535,55.65622651454333,Excellent
